Société;Id. Concours;Id. Projet;Titre du projet;Non applicable;Description du projet;Non applicable;Etat du projet;Date d'octroi;Date de 1er versement (concours);Date d’achèvement opérationnel du projet;Libellé agence;Valeur fixe;Cofinancier;Libellé bénéficiaire primaire;Code-Canal (pour tiers bénéficiaires d’un concours);Pays de réalisation;Région;Latitude;Longitude ;Libellé secteur économique  (CAD-5);Libellé CICID;Non applicable;Valeur fixe;Libellé indicateur APD;Groupe de produit;Valeur fixe;Valeur fixe;Engagements bruts (euro);Non applicable;Non applicable;Versements (euro);Non applicable;Non applicable;Non applicable;Lien_Fiche_Projet;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Cofinanciers (O/N);Date mise à jour données projet;Date de la dernière publication;Date de publication NCO;Lien vers evaluation;Responsable pays;Division Technique;Libellé Risque Souverain;Décaissement Annuel;Budget;Publié dans le XML de Campagne;Date de Signature de Convention;IA publié;Géolocalisation
AFD;CJO107401;CJO1074;PrPP sectoriel pour la poursuite de l'appui au renforcement de la décentralisation en Jordanie;;Prêt de politique publique sectoriel de renforcement des capacités des municipalités et des acteurs-clé de la décentralisation en Jordanie;;Achevé;2018-12-20;2020-02-18;2022-04-28;AGENCE D'AMMAN;France;;ROYAUME DE JORDANIE;12001.0;JORDANIE;Orient(s);31.9170361;35.8912725;Décentralisation et soutien aux administrations;Gouvernance;;Bilatéral;APD;Prêt;Intervention de type projet;Aide déliée;80000000.0;;;80000000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CJO1074;;;;;;Non;2023-10-09;2019-09-17;2019-09-17;;AFDAMMAN@afd.fr;Div. Développement urbain / aménagement / logement;Souverain Direct;0.0;80000000.0;Oui;2019-06-24;Oui;31.9170361, 35.8912725
AFD;CPS123201;CPS1232;Jeunesse, patrimoine, résilience et développement dans la bande de Gaza - Tell Umm El Amr (Saint Hilarion) pour la socialisation des jeunes et le développement socio-économique;;4 axes d'intervention :  1.	Infrastructures et mise en valeur du site pour assurer sa protection 2.	Développement d'un programme de formation ciblant les jeunes et le personnel du MoTA  3.	Mise en place d'un plan de communication et d'activités de sensibilisation visant à promouvoir le patrimoine Palestinien 4.	Gouvernance locale;;Exécution;2022-03-16;2022-12-16;;AGENCE DE JERUSALEM;France;;Première Urgence Internationale;22000.0;TERRITOIRES AUTONOMES PALESTINIENS;Orient(s);31.7857;35.2007;CULTURE ET LOISIRS;Infrastructures et développement urbain;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;11800000.0;;;3000000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CPS1232;;;;;;Non;2024-03-27;2022-09-27;2022-09-27;;AFDJERUSALEM@afd.fr;Division Lien Social;Sans objet ( autre que prêt );0.0;11800000.0;Oui;2022-03-29;Non;31.7857, 35.2007
AFD;CHT112501;CHT1125;Renforcement des activités économiques et environnementales menées par les paysan-ne-s membres du MPP pour promouvoir l'agriculture paysanne sur le département du Centre en Haïti;;Le projet vise à engager les paysan-ne-s du département du Centre organisé-e-s en collectif, dans le développement de leur territoire. Pour ce faire, ils/elles bénéficieront d'un processus d'accompagnement mis en œuvre par des « acteurs-relais » que sont les animateurs/animatrices et agroécologistes du MPP. Par ailleurs, ils/elles mettront en place via leur collectif, des activités économiques et environnementales basées sur des pratiques agroécologiques.;;Achevé;2018-10-23;2019-03-20;;SIEGE PARIS - OPERATIONS SIEGE;France;;ASSOCIATION FRERES DES HOMMES;22000.0;HAITI;Trois Océans PE;19.14116;-72.01667;DEVELOPPEMENT AGRICOLE;Agriculture et sécurité alimentaire;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;558000.0;;;558000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CHT1125;;;;;;Non;2023-03-27;2019-01-28;2019-01-28;;;Div. Organisations de la Société Civile;Sans objet ( autre que prêt );0.0;558000.0;Oui;2019-01-29;Non;19.14116, -72.01667
AFD;CJO108602;CJO1086;Strengthening Civil Protection and Relief Capacities in Jordan;;Pôle RFE Protection civile SAWA;;Achevé;2019-04-17;2020-10-15;;AGENCE D'AMMAN;France;;Expertise France AFETI;;JORDANIE;Orient(s);31.9170361;35.8912725;Préparation/prévention des risques (Multi-hazard r;Crises et fragilités;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;1500000.0;;;1500000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CJO1086;;;;;;Non;2024-03-29;2019-09-17;2019-09-17;;AFDAMMAN@afd.fr;Div. Gouvernance;Sans objet ( autre que prêt );0.0;1500000.0;Oui;2019-10-14;Non;31.9170361, 35.8912725
AFD;CPS125301;CPS1253;Financement complémentaire au « Municipal Development Programme » du MDLF pour soutenir les collectivités locales dans leur réponse aux effets de la pandémie COVID19;;Ce projet consiste en un financement complémentaire au programme de développement municipal MDP3.2 afin de développer une nouvelle fenêtre dédiée à des activités à haute intensité de main d'œuvre (HIMO) et dépenses récurrentes, soutenant la réponse locale des municipalités à la crise COVID19. Le prochain programme MDP4 est en cours d'élaboration.;;Achevé;2020-12-16;2021-07-06;;AGENCE DE JERUSALEM;France;Banque internationale pour la reconstruction et le développement (BIRD) / Société allemande de crédit pour la reconstruction (KfW);AUTORITE PALESTINIENNE;12001.0;TERRITOIRES AUTONOMES PALESTINIENS;Orient(s);31.7857;35.2007;DEVELOPPEMENT ET GESTION URBAINE;Infrastructures et développement urbain;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;10500000.0;;;10499997.38;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CPS1253;;;;;;Oui;2024-03-27;2021-05-25;2021-05-25;;AFDJERUSALEM@afd.fr;Div. Développement urbain / aménagement / logement;Sans objet ( autre que prêt );0.0;10499997.38;Oui;2021-04-01;Oui;31.7857, 35.2007
AFD;CHT113201;CHT1132;Fonds haïtien pour la biodiversité;;Avec ce projet, l'AFD agit sur deux volets : Volet 1 : verser 10 MEUR pour constituer un Fonds de dotation du FHB, qui sera géré par le Caribbean Biodiversity Fund (CBF) pour assurer un flux régulier de ressources disponibles pour (i) financer des actions de conservation (ii) financer partiellement le fonctionnement administratif du FHB Volet 2 : appui institutionnel sur 5 ans pour accompagner et faciliter le démarrage des activités de subvention.;;Exécution;2020-12-16;2021-12-10;;AGENCE DE PORT-AU-PRINCE;France;;Fonds haitien pour la biodiversité;23000.0;HAITI;Trois Océans PE;18.5420538;-72.3362929;DIVERSITE BIOLOGIQUE;Climat et Environnement;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;11000000.0;;;10260000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CHT1132;;;;;;Non;2024-04-18;2023-12-22;2023-12-22;;AFDPORTAUPRINCE@afd.fr;Division Agriculture, Développement Rural et Biodiversité;Sans objet ( autre que prêt );0.0;11000000.0;Oui;2021-06-16;Oui;18.5420538, -72.3362929
AFD;CJO110503;CJO1105;Projet d'assainissement de la région de Ramtha  et de Sahel Houran;;renforcement et extension du système d'assainissement de la zone de Ramtha et Sahel Houran avec la collecte et le traitement des eaux usées d'une population de 180.000 habitants planifiés à l'horizon 2030 plus un volet social de raccordement au réseau collectif et de réhabilitation des équipements sanitaires de ménages vulnérables et de certains usagers publics (écoles, centres de santé);;Exécution;2019-12-19;2022-08-01;;AGENCE D'AMMAN;France;;ACTION CONTRE LA FAIM;22000.0;JORDANIE;Orient(s);31.9170361;35.8912725;ASSAINISSEMENT - SYSTEMES A GRANDE ECHELLE;Eau et assainissement;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;4700000.0;;;2350000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CJO1105;;;;;;Non;2024-03-29;2021-03-25;2021-03-25;;AFDAMMAN@afd.fr;Division eau et assainissement;Sans objet ( autre que prêt );0.0;4700000.0;Oui;2020-12-17;Non;31.9170361, 35.8912725
AFD;CPS125501;CPS1255;Renforcer les parcours d'engagement citoyen pour les enfants et les jeunes de Jérusalem-Est;;Participer à l'amélioration des conditions de vie des habitants de JE en contribuant à l'émancipation des enfants et des jeunes palestiniens à travers leur sensibilisation et leur mobilisation autour d'enjeux liés à la solidarité, l'environnement et l'approche de genre.;;Achevé;2021-02-09;2021-12-16;;SIEGE PARIS - OPERATIONS SIEGE;France;;SECOURS POPULAIRE FRANCAIS;22000.0;TERRITOIRES AUTONOMES PALESTINIENS;Orient(s);31.7788242;35.2257626;ÉDUCATION MEILLEURE QUALITÉ DE VIE JEUNES/ADULTES;Education, formation, emploi;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;865022.0;;;865022.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CPS1255;;;;;;Non;2021-12-06;2021-09-06;2021-09-06;;;Div. Organisations de la Société Civile;Sans objet ( autre que prêt );0.0;865022.0;Oui;2021-05-20;Non;31.7788242, 35.2257626
AFD;CHT114902;CHT1149;Appui à la riposte contre la COVID-19 et renforcement des capacités en biologie médicale;;Mise en place de réponse rapide pour le diagnostic, la prévention et le traitement du COVID-19 en Haïti : développement d'un modèle intégrée de centre de dépistage et prise en charge, renforcement des capacités de biologie, informer et capitaliser sur la dynamique de l'épidémie.;;Exécution;2020-09-16;2021-07-06;;AGENCE DE PORT-AU-PRINCE;France;;Fondation Mérieux;22000.0;HAITI;Trois Océans PE;18.5420538;-72.3362929;SOINS ET SERVICES DE SANTE DE BASE;Santé;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;2750000.0;;;2750000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CHT1149;;;;;;Non;2024-03-26;2022-07-20;2022-07-20;;AFDPORTAUPRINCE@afd.fr;Division Santé et Protection sociale;Sans objet ( autre que prêt );0.0;2750000.0;Oui;2020-11-23;Oui;18.5420538, -72.3362929
AFD;CKE109301;CKE1093;Extension du système d'eau potable et d'assainissement de la ville de Kisumu;;Les eaux du lac Victoria sont polluées par les activités de la ville de Kisumu, ce qui nuit à la qualité de l'eau distribuée. Le projet de la régie des eaux de la ville, soutenu par un prêt de l'AFD, vise à améliorer l'accès à l'eau potable des habitants, notamment dans les quartiers informels. Il prévoit également l'installation d'une station d'épuration et l'assistance technique pour un renforcement des capacités de gestion des services délégués.;;Exécution;2014-12-17;2022-07-04;;AGENCE DE NAIROBI;France;Banque européenne d'investissement (BEI);REPUBLIQUE DU KENYA;12001.0;KENYA;Afrique Sub-saharienne;-1.274359;36.813106;ASSAINISSEMENT - SYSTEMES A GRANDE ECHELLE;Eau et assainissement;;Bilatéral;APD;Prêt;Intervention de type projet;Aide déliée;20000000.0;;;4597933.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CKE1093;;;;;;Oui;2024-04-30;2016-06-23;2016-06-23;;AFDNAIROBI@afd.fr;Division eau et assainissement;Souverain Direct;0.0;20000000.0;Oui;2020-10-02;Non;-1.274359, 36.813106
AFD;CPS127601;CPS1276;PARC : Pratiques Agricoles Responsables en Cisjordanie;;Renforcer la résilience des communautés et améliorer les moyens de subsistance et la sécurité alimentaire grâce à des pratiques agricoles responsables en Cisjordanie, Palestine.;;Exécution;2021-12-14;2022-07-15;;SIEGE PARIS - OPERATIONS SIEGE;France;;SECOURS ISLAMIQUE France;22000.0;TERRITOIRES AUTONOMES PALESTINIENS;Orient(s);31.952162;35.233154;Politique de sécurité alimentaire et gestion admin;Agriculture et sécurité alimentaire;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;1500000.0;;;724086.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CPS1276;;;;;;Non;2022-03-09;2022-03-09;2022-03-09;;;Div. Organisations de la Société Civile;Sans objet ( autre que prêt );0.0;1500000.0;Oui;2022-03-14;Non;31.952162, 35.233154
AFD;CHT115601;CHT1156;Entrepreneurs du Monde (EdM);;Favoriser l¿émancipation financière, économique et sociale des populations les plus démunies en Haïti.;;Achevé;2021-05-04;2021-08-12;;SIEGE PARIS - OPERATIONS SIEGE;France;;ENTREPRENEURS DU MONDE;22000.0;HAITI;Trois Océans PE;18.547327;-72.3395928;Interm. Fin. du secteur informel et semi formel;Secteur productif;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;450000.0;;;450000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CHT1156;;;;;;Oui;2021-07-12;2021-07-12;2021-07-12;;;Div. Organisations de la Société Civile;Sans objet ( autre que prêt );0.0;450000.0;Oui;2021-07-12;Non;18.547327, -72.3395928
AFD;CKE111701;CKE1117;Nouveau projet de routes rurales dans la lignée des précédents projets;;Nouveau projet de routes rurales dans la lignée des précédents projets;;Exécution;2018-11-22;2023-06-12;;AGENCE DE NAIROBI;France;;REPUBLIQUE DU KENYA;12001.0;KENYA;Afrique Sub-saharienne;-1.274359;36.813106;TRANSPORT CONSTRUCTION DES VOIES DE DESSERTE;Infrastructures et développement urbain;;Bilatéral;APD;Prêt;Intervention de type projet;Aide déliée;60000000.0;;;1456385.28;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CKE1117;;;;;;Non;2024-03-29;2020-12-01;2020-12-01;;AFDNAIROBI@afd.fr;Division Agriculture, Développement Rural et Biodiversité;Souverain Direct;0.0;60000000.0;Oui;2020-10-02;Non;-1.274359, 36.813106
AFD;CRS102501;CRS1025;Prêt budgétaire de politique publique pour le soutien à la mise en œuvre de l'Agenda vert;;Programme d'appui budgétaire pour soutenir l'agenda vert en Serbie, en cofinancement avec la KFW et la Banque mondiale.;;Exécution;2022-12-15;2023-12-26;;AGENCE DE BELGRADE (BALKANS OCCIDENTAUX);France;Banque internationale pour la reconstruction et le développement (BIRD) / Société allemande de crédit pour la reconstruction (KfW);République de Serbie;12001.0;SERBIE;Orient(s);44.820556;20.462222;POLITIQUE ENVIRONNEMENT,GESTION ADMINIST;Climat et Environnement;;Bilatéral;Autres ASP;Prêt;Intervention de type projet;Aide déliée;135000000.0;;;135000000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CRS1025;;;;;;Oui;2024-03-25;2024-01-09;2024-01-09;;AFDBELGRADE@afd.fr;Div. Energie;Souverain Direct;0.0;135000000.0;Oui;2023-06-26;Non;44.820556, 20.462222
AFD;CHT115801;CHT1158;Appui au secteur des ICC en Haïti en faveur du lien social;;Projet d'appui à plusieurs acteurs du secteur des ICC en Haïti (FOKAL et Institut français) en faveur du lien social;;Exécution;2022-07-12;2023-06-16;;AGENCE DE PORT-AU-PRINCE;France;;FONDASYON KONESANS AK LIBETE;;HAITI;Trois Océans PE;18.5420538;-72.3362929;SECTEUR NON SPECIFIE;Autre;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;2300000.0;;;500000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CHT1158;;;;;;Non;2024-04-23;2023-01-20;2023-01-20;;AFDPORTAUPRINCE@afd.fr;Division Lien Social;Sans objet ( autre que prêt );0.0;2300000.0;Oui;2022-11-09;Oui;18.5420538, -72.3362929
AFD;CKE116901;CKE1169;Lutte contre la propagation du Covid-19 par l'amélioration de l'accès à l'assainissement et de l'hygiène dans les quartiers informels de Nairobi;;Réponse d'urgence à la crise COVID, centrée sur les quartiers informels de Nairobi. Amélioration de l'accès à l'assainissement autonome ces zones et viabilisation du modèle économique de Fresh Life Initiative.;;Achevé;2020-06-09;2020-09-03;;AGENCE DE NAIROBI;France;;Fresh Life Initiative Limited;90000.0;KENYA;Afrique Sub-saharienne;-1.274359;36.813106;INFRASTRUCTURES SANTE DE BASE;Santé;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;1000000.0;;;1000000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CKE1169;;;;;;Non;2024-04-18;2020-12-01;2020-12-01;;AFDNAIROBI@afd.fr;Division eau et assainissement;Sans objet ( autre que prêt );0.0;1000000.0;Oui;2020-08-11;Oui;-1.274359, 36.813106
AFD;CRS103301;CRS1033;Financement budgétaire de programme (FB-PR) sur la gestion des finances publiques et des investissements verts;;Pôle GFI Financement d'un programme d'investissements en lien avec l'Agenda vert pour les Balkans, conditionné à l'amélioration d'indicateurs de résultat sur la gouvernance des dépenses publiques. Le concours n°1 finance à la fois un financement budgétaire (63,5M€) fléché à 85% vers des investissements et une aide-projet (3M€) finançant de l'assitance technique sous maîtrise d'ouvrage nationale. Le concours n°2 est une FAPS (300k€) devant financer l'amorçage de l'assistance technique.;;Exécution;2023-03-15;2024-04-30;;AGENCE DE BELGRADE (BALKANS OCCIDENTAUX);France;Banque internationale pour la reconstruction et le développement (BIRD);République de Serbie;12001.0;SERBIE;Orient(s);44.820556;20.462222;Gestion des finances publiques;Gouvernance;;Bilatéral;Autres ASP;Prêt;Intervention de type projet;Aide déliée;69300000.0;;;100000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CRS1033;;;;;;Oui;2024-03-25;2024-01-09;2024-01-09;;AFDBELGRADE@afd.fr;Div. Gouvernance;Souverain Direct;100000.0;69300000.0;Oui;2023-06-26;Non;44.820556, 20.462222
AFD;CHT116001;CHT1160;Appui écoles publiques;;Appui à la revalorisation et à l'amélioration de la qualité de l'offre éducative publique dans le département du Nord-Ouest d'Haïti;;Achevé;2021-07-06;2021-12-02;;SIEGE PARIS - OPERATIONS SIEGE;France;;PARTAGE;22000.0;HAITI;Trois Océans PE;18.9712;72.2852;ENSEIGNEMENT PRIMAIRE;Education, formation, emploi;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;650000.0;;;650000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CHT1160;;;;;;Non;2022-09-27;2021-12-07;2021-12-07;;;Div. Organisations de la Société Civile;Sans objet ( autre que prêt );0.0;650000.0;Oui;2021-11-10;Non;18.9712, 72.2852
AFD;CKH126801;CKH1268;Intensification Agro-écologique et Diversification de l'Agriculture familiale périurbaine à Siem Reap, IADA - Phase III;;Intensification Agro-écologique et Diversification de l'Agriculture familiale périurbaine à Siem Reap, IADA - Phase III;;Achevé;2022-07-05;2023-04-17;;SIEGE PARIS - OPERATIONS SIEGE;France;;AGRISUD INTERNATIONAL;22000.0;ROYAUME DU CAMBODGE;Orient(s);13.36179;103.86056;DEVELOPPEMENT AGRICOLE;Agriculture et sécurité alimentaire;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;700000.0;;;700000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CKH1268;;;;;;Oui;2023-06-16;2022-11-04;2022-11-04;;;Div. Organisations de la Société Civile;Sans objet ( autre que prêt );350000.0;700000.0;Oui;2022-10-03;Non;13.36179, 103.86056
AFD;CRW104701;CRW1047;Projet d'appui à la formation professionnelle au Rwanda;;Le projet vise à structurer un dispositif de formation, d'insertion et d'entreprenariat des jeunes dans le district du Rulindo afin d'appuyer le gouvernement dans l'atteinte de ses objectifs en matière de création d'emplois. Le dispositif sera porté par le Rwanda Polytechnic qui s'appuiera sur un des IPRC (Integrated Polytechnic Regional College, équivalents aux IUT français) et quatre TVET schools (proposant des formations aux niveaux collèges et lycées).;;Exécution;2019-12-18;2021-06-25;;AGENCE DE KIGALI;France;;REPUBLIQUE DU RWANDA;12001.0;RWANDA;Afrique Sub-saharienne;-1.9723;30.117;FORMATION PROFESSIONNELLE;Education, formation, emploi;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;5800000.0;;;5800000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CRW1047;;;;;;Non;2024-03-27;2020-10-30;2020-10-30;;AFDKIGALI@afd.fr;Division Education et Formation professionnelle;Sans objet ( autre que prêt );0.0;5800000.0;Oui;2020-06-30;Oui;-1.9723, 30.117
AFD;CHT117001;CHT1170;IMPLICation et participation des acteurs pour la protection des droits des personnes privées de liberté;;IMPLICation et participation des acteurs pour la protection des droits des personnes privées de liberté;;Achevé;2022-03-22;2022-09-20;;SIEGE PARIS - OPERATIONS SIEGE;France;;AVOCATS SANS FRONTIERES;22000.0;HAITI;Trois Océans PE;48.8442306;2.3784529;Droits de la personne;Gouvernance;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;390000.0;;;390000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CHT1170;;;;;;Oui;2023-07-04;2022-10-07;2022-10-07;;;Div. Organisations de la Société Civile;Sans objet ( autre que prêt );0.0;390000.0;Oui;2022-06-08;Non;48.8442306, 2.3784529
AFD;CKM108602;CKM1086;Appui au financement du secteur productif en Union des Comores (RSUB);;Appui aux secteurs productifs (Banques/microfinance);;Exécution;2016-12-20;2021-08-31;;AGENCE DE MORONI;France;;UNION REGIONALE DES SANDUK D'ANJOUAN;62001.0;COMORES;Trois Océans PE;-11.70046;43.24337;Intermédiaires financiers officiels;Secteur productif;;Bilatéral;APD;Prêt;Intervention de type projet;Aide déliée;1000000.0;;;1000000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CKM1086;;;;;;Non;2024-03-24;2017-02-21;2017-02-21;;AFDMORONI@afd.fr;Division Systèmes Financiers;Non souverain;0.0;1000000.0;Oui;2018-12-21;Non;-11.70046, 43.24337
AFD;CRW105701;CRW1057;Contribution au Plan sanitaire d'urgence Covid-19 et aux mesures de protection sociale du Rwanda, ainsi qu'à la réponse du CICR à la crise;;Contribution au Plan sanitaire d'urgence Covid-19 et aux mesures de protection sociale (dénommé « CV19HIC Prêt budgétaire Rwanda »)  Comité International de la Croix-Rouge (CICR) Contribution à la réponse du CICR à la crise Covid-19;;Achevé;2020-06-17;2020-09-29;2020-10-23;AGENCE DE KIGALI;France;;REPUBLIQUE DU RWANDA;12001.0;RWANDA;Afrique Sub-saharienne;-1.274359;36.813106;INFRASTRUCTURES SANTE DE BASE;Santé;;Bilatéral;APD;Prêt;Intervention de type projet;Aide déliée;40000000.0;;;40000000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CRW1057;;;;;;Non;2024-04-26;2020-12-01;2020-12-01;;AFDKIGALI@afd.fr;Division Santé et Protection sociale;Souverain Direct;0.0;40000000.0;Oui;2020-06-30;Oui;-1.274359, 36.813106
AFD;CID108301;CID1083;Ligne de crédit à PT SMI pour le financement des ODD;;2e ligne de crédit à PT SMI pour le financement des ODD;;Achevé;2019-07-11;2020-06-22;;AGENCE DE JAKARTA;France;;PT SARANA MULTI INFRASTRUKTUR;12003.0;INDONESIE;Orient(s);-6.21569;106.83406;Intermédiaires financiers officiels;Secteur productif;;Bilatéral;Autres ASP;Prêt;Intervention de type projet;Aide déliée;140436288.737;;;140436288.737;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CID1083;;;;;;Non;2024-04-26;2021-04-16;2021-04-16;;AFDJAKARTA@afd.fr;Division Systèmes Financiers;Non souverain;0.0;140436288.737;Oui;2020-05-20;Oui;-6.21569, 106.83406
AFD;CKM108604;CKM1086;Appui au financement du secteur productif en Union des Comores (RSUB);;Appui aux secteurs productifs (Banques/microfinance);;Exécution;2016-12-20;;;AGENCE DE MORONI;France;;UNION MUTUELLES D'EPARGNE ET DE CREDIT DES COMORES;62001.0;COMORES;Trois Océans PE;-11.70046;43.24337;Intermédiaires financiers officiels;Secteur productif;;Bilatéral;Autres ASP;Prêt;Intervention de type projet;Aide déliée;1500000.0;;;0.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CKM1086;;;;;;Non;2024-03-24;2017-02-21;2017-02-21;;AFDMORONI@afd.fr;Division Systèmes Financiers;Non souverain;0.0;0.0;Oui;2019-03-20;Non;-11.70046, 43.24337
AFD;CRW106201;CRW1062;Prêt + subvention UE pour un projet de rénovation de quartiers précaires;;Projet de réhabilitation in-situ visant à améliorer les conditions de vie des habitants des quartiers précaires de Kigali via un meilleur accès aux services essentiels et une préservation du tissu urbain. Ce projet prévoit 4 composantes : (i) réalisation des plans d'amélioration de quartiers (ii) transformation de l'action publique via du renforcement de capacité (iii) projets pilotes de logements testés dans les 3 quartiers réhabilités (iv) gestion structurée du projet par une unité de gestion;;Exécution;2022-12-14;2023-12-19;;AGENCE DE KIGALI;France;;REPUBLIQUE DU RWANDA;12001.0;RWANDA;Afrique Sub-saharienne;-1.9478153;30.0619759;DÉVELOPPEMENT URBAIN;Infrastructures et développement urbain;;Bilatéral;APD;Prêt;Intervention de type projet;Aide déliée;40000000.0;;;5000000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CRW1062;;;;;;Non;2024-05-03;2024-02-27;2024-02-27;;AFDKIGALI@afd.fr;Div. Développement urbain / aménagement / logement;Souverain Direct;0.0;40000000.0;Oui;2023-03-23;Non;-1.9478153, 30.0619759
AFD;CID108801;CID1088;Troisième PrPP en appui à la réforme budgétaire et fiscale en Indonésie;;Pôle GFI Troisième PrPP en appui à la réforme budgétaire et fiscale en Indonésie;;Achevé;2019-07-11;2020-03-20;2020-03-20;AGENCE DE JAKARTA;France;Banque internationale pour la reconstruction et le développement (BIRD);Republic of Indonesia;12001.0;INDONESIE;Orient(s);-6.17111;106.84033;Mobilisation des ressources intérieures;Gouvernance;;Bilatéral;APD;Prêt;Intervention de type projet;Aide déliée;100000000.0;;;100000000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CID1088;;;;;;Oui;2023-06-26;2021-03-08;2021-03-08;https://www.afd.fr/en/ressources/evaluation-summary-fiscal-reform-development-policy-loan-indonesia;AFDJAKARTA@afd.fr;Div. Gouvernance;Souverain Direct;0.0;100000000.0;Oui;2020-01-14;Non;-6.17111, 106.84033
AFD;CKM110504;CKM1105;Projet d'amélioration de l'offre de soins de sante aux Comores;;Plan de Développement France Comores  L'objectif général du projet est d'améliorer l'accès des Comoriens à des soins de santé de qualité via (i) l'amélioration de la qualité de l'offre des soins hospitaliers, (ii) le renforcement de la formation des ressources humaines en santé et (iii) le renforcement du pilotage et de la gouvernance du système de santé.;;Exécution;2022-01-18;;;AGENCE DE MORONI;France;;UNION DES COMORES;12001.0;COMORES;Trois Océans PE;-11.70046;43.24337;SOINS ET SERVICES DE SANTE DE BASE;Santé;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;4500000.0;;;0.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CKM1105;;;;;;Non;2024-03-29;2022-09-26;2022-09-26;;AFDMORONI@afd.fr;Division Santé et Protection sociale;Sans objet ( autre que prêt );0.0;4500000.0;Oui;2022-06-18;Non;-11.70046, 43.24337
AFD;CSD102004;CSD1020;"Soutien au Fonds fiduciaire multi-bailleurs pour financer le programme d""appui aux familles";;Accompagner le Soudan dans l'expansion et l'amélioration de son mécanisme de transferts sociaux afin d'atténuer l'impact des réformes économiques en cours, du COVID-19 et des crises futures. Appui au Fonds multi-bailleurs pour la Transition économique et démocratique au SOUDAN et la réponse au COVID 19  et en particulier la composante ayant trait à la mise en place de filets sociaux et sa logistique afférente;;Exécution;2020-12-02;2021-07-01;;AGENCE DE NAIROBI;France;Association internationale de développement (IDA) / Etat Britannique - DFID;BANQUE INTERN. POUR RECONSTRUCTION & DEVELOPPEMENT;44001.0;SOUDAN;Afrique Sub-saharienne;9.0166005;38.7577605;PROTECTION SOCIALE (EXCLUANT RETRAITES);Infrastructures et développement urbain;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;2000000.0;;;2000000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CSD1020;;;;;;Oui;2024-05-06;2021-03-10;2021-03-10;;AFDNAIROBI@afd.fr;Division Santé et Protection sociale;Sans objet ( autre que prêt );0.0;2000000.0;Oui;2020-12-23;Oui;9.0166005, 38.7577605
